수도권,의정부경전철,곤제
수도권,의정부경전철,어룡
수도권,의정부경전철,발곡
수도권,의정부경전철,송산
수도권,의정부경전철,탑석
수도권,인천2호선,검단사거리
수도권,인천2호선,인천대공원
수도권,인천2호선,마전
수도권,인천2호선,독정
수도권,인천2호선,검바위
수도권,인천2호선,서구청
수도권,인천2호선,가정
수도권,인천2호선,인천가좌
수도권,인천2호선,가재울
수도권,인천2호선,주안국가산단
수도권,인천2호선,인천시청
수도권,인천2호선,석천사거리
수도권,인천2호선,모래내시장
수도권,인천2호선,만수
수도권,인천2호선,운연
수도권,인천2호선,검암
수도권,인천2호선,가정중앙시장
수도권,인천2호선,석남
수도권,인천2호선,서부여성회관
수도권,인천2호선,주안
수도권,인천2호선,시민공원
수도권,인천2호선,석바위시장
수도권,인천2호선,왕길
수도권,인천2호선,완정
수도권,인천2호선,남동구청
수도권,인천2호선,아시아드경기장
수도권,인천2호선,검단오류
수도권,인천선,계양
수도권,인천선,귤현
수도권,인천선,박촌
수도권,인천선,임학
수도권,인천선,계산
수도권,인천선,경인교대입구
수도권,인천선,작전
수도권,인천선,갈산
수도권,인천선,부평구청
수도권,인천선,부평시장
수도권,인천선,부평
수도권,인천선,동수
수도권,인천선,부평삼거리
수도권,인천선,인천시청
수도권,인천선,예술회관
수도권,인천선,인천터미널
수도권,인천선,문학경기장
수도권,인천선,선학
수도권,인천선,신연수
수도권,인천선,원인재
수도권,인천선,동춘
수도권,인천선,동막
수도권,인천선,캠퍼스타운
수도권,인천선,테크노파크
수도권,인천선,지식정보단지
수도권,인천선,인천대입구
수도권,인천선,센트럴파크
수도권,인천선,국제업무지구
수도권,인천선,간석오거리
광주,1호선,녹동
광주,1호선,소태
광주,1호선,학동·증심사입구
광주,1호선,남광주
광주,1호선,문화전당(구도청)
광주,1호선,금남로4가
광주,1호선,금남로5가
광주,1호선,양동시장
광주,1호선,돌고개
광주,1호선,농성
광주,1호선,화정
광주,1호선,쌍촌
광주,1호선,운천
광주,1호선,상무
광주,1호선,김대중컨벤션센터(마륵)
광주,1호선,공항
광주,1호선,송정공원
광주,1호선,광주송정역
광주,1호선,도산
광주,1호선,평동
